Absurd,Alone,Divorced,Married,Single,Together,Widow,YOLO,Absurd,Alone,Divorced,Married,Single,Together,Widow,YOLO,Year_Birth,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Join_year,Join_month,Join_weekday,Minorhome,Total_Mnt,Total_num_purchase,AOV
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1971,2,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,3,11,2013,11,3,2,198,15,13.2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1958,5,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,3,11,2014,1,1,1,135,15,9.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1972,3,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,3,11,2013,10,4,0,1631,26,62.73076923076923
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1982,3,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,3,11,2013,5,2,0,1149,18,63.833333333333336
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1985,3,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,3,11,2012,8,1,1,401,18,22.27777777777778
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1979,3,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,3,11,2013,11,5,1,969,27,35.888888888888886
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975,5,79174.0,0,0,2,1074,37,518,193,92,129,1,5,6,7,2,0,3,11,2013,1,4,0,2043,21,97.28571428571429
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1968,3,36997.0,1,1,72,43,4,12,8,0,27,5,2,1,4,5,0,3,11,2013,2,4,2,94,17,5.529411764705882
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1955,3,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,3,11,2013,8,1,0,1231,19,64.78947368421052
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1983,3,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,3,11,2013,3,4,0,66,15,4.4
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1957,4,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,3,11,2013,8,5,0,1042,17,61.294117647058826
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1985,4,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,3,11,2013,9,2,2,30,13,2.3076923076923075
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1952,3,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,3,11,2013,6,1,0,1375,37,37.16216216216216
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1979,3,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,3,11,2012,10,2,1,31,13,2.3846153846153846
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1991,4,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,3,11,2014,2,3,0,2525,19,132.89473684210526
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1958,3,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,3,11,2013,5,0,0,1870,20,93.5
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1957,5,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,3,11,2012,12,5,1,137,21,6.523809523809524
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1952,5,77610.0,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,3,11,2012,10,0,1,1680,24,70.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1981,3,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,3,11,2013,2,4,0,1474,29,50.827586206896555
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,3,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,3,11,2013,8,5,1,800,30,26.666666666666668
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1987,1,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,3,11,2013,9,2,1,59,13,4.538461538461538
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1956,4,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,3,11,2014,4,5,0,1226,29,42.275862068965516
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1983,3,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,3,11,2014,4,3,1,55,13,4.230769230769231
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1968,4,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,3,11,2013,4,6,1,908,28,32.42857142857143
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1955,4,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,3,11,2014,6,0,2,71,16,4.4375
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1955,4,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,3,11,2014,3,6,2,72,16,4.5
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1969,3,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,3,11,2014,1,6,1,20,12,1.6666666666666667
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,3,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,3,11,2014,6,0,0,1190,16,74.375
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975,4,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,0,3,11,2013,12,0,1,30,10,3.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1969,4,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,3,11,2014,2,5,2,292,25,11.68
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1961,3,82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,3,11,2012,8,0,0,1511,28,53.964285714285715
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,4,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,3,11,2013,6,3,1,31,12,2.5833333333333335
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1978,3,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,3,11,2013,10,1,1,612,31,19.741935483870968
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1951,5,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,3,11,2012,8,6,1,966,32,30.1875
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1978,2,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,3,11,2013,9,3,1,635,32,19.84375
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1976,5,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,3,11,2012,12,5,1,1277,30,42.56666666666667
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1956,4,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,3,11,2014,4,3,1,130,11,11.818181818181818
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1944,4,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,3,11,2014,3,5,0,1902,23,82.69565217391305
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1959,3,63033.0,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,3,11,2013,11,4,0,1102,18,61.22222222222222
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1962,3,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,3,11,2014,5,3,1,320,19,16.842105263157894
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1959,5,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,3,11,2014,3,6,1,55,13,4.230769230769231
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1977,3,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,0,3,11,2012,8,4,1,436,28,15.571428571428571
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1963,3,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,3,11,2013,10,4,1,928,29,32.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1971,4,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,3,11,2013,6,6,2,595,29,20.517241379310345
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1971,3,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,3,11,2013,1,3,0,1968,23,85.56521739130434
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1966,3,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,3,11,2012,11,6,1,1371,31,44.225806451612904
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1971,3,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,3,11,2013,5,2,1,22,12,1.8333333333333333
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1959,3,54753.0,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,3,11,2013,9,3,1,728,25,29.12
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1975,3,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,3,11,2013,12,2,1,1064,28,38.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1966,3,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,3,11,2014,3,2,0,1456,22,66.18181818181819
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1977,4,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,3,11,2014,4,2,1,76,14,5.428571428571429
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1974,3,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,3,11,2013,4,4,0,1112,31,35.87096774193548
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1963,3,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,3,11,2013,11,1,0,1125,24,46.875
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1954,3,32144.0,1,1,76,41,0,10,0,0,3,4,2,1,3,7,0,3,11,2014,3,6,2,54,17,3.176470588235294
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1987,4,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,3,11,2013,7,5,0,1319,24,54.958333333333336
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1959,3,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,3,11,2014,6,6,1,932,17,54.8235294117647
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1983,3,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,3,11,2014,1,1,0,1003,26,38.57692307692308
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1969,4,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,0,3,11,2014,3,6,2,34,10,3.4
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1976,3,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,3,11,2012,9,4,1,971,34,28.558823529411764
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1971,3,74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,3,11,2013,6,5,0,1461,25,58.44
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1956,4,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,3,11,2013,1,1,2,859,38,22.605263157894736
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975,2,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,3,11,2013,12,0,1,69,14,4.928571428571429
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1966,3,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,3,11,2012,12,0,1,1477,28,52.75
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1966,3,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,0,3,11,2013,8,4,1,608,23,26.434782608695652
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1980,3,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,3,11,2014,1,3,1,71,13,5.461538461538462
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1968,4,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,3,11,2012,9,0,1,103,15,6.866666666666666
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1985,3,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,3,11,2012,8,0,1,48,15,3.2
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1950,3,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,3,11,2013,1,5,1,1088,32,34.0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1982,5,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,3,11,2013,8,2,0,1919,23,83.43478260869566
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1993,3,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,3,11,2013,4,2,0,1228,20,61.4
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1976,4,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,3,11,2013,11,0,2,458,28,16.357142857142858
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1971,2,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,3,11,2014,4,4,2,63,15,4.2
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1957,4,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,3,11,2014,1,4,0,1169,19,61.526315789473685
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1970,3,72967.0,0,1,1,158,35,179,0,0,125,2,7,2,8,5,0,3,11,2012,12,5,1,497,24,20.708333333333332
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1985,3,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,3,11,2012,8,2,1,165,20,8.25
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1969,3,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,3,11,2013,9,6,1,37,13,2.8461538461538463
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1971,3,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,3,11,2013,1,1,2,318,25,12.72
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1965,3,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,0,3,11,2013,1,2,0,692,29,23.862068965517242
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1965,3,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,3,11,2013,3,6,0,1674,25,66.96
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1989,5,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,3,11,2014,5,4,0,1346,22,61.18181818181818
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1970,3,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,3,11,2013,8,4,2,49,18,2.7222222222222223
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1958,4,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,3,11,2013,7,4,1,270,15,18.0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1950,5,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,3,11,2013,1,0,2,269,23,11.695652173913043
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1976,5,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,3,11,2013,11,6,1,1416,24,59.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1984,5,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,3,11,2013,9,1,0,1323,24,55.125
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1972,1,14188.0,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,3,11,2013,2,3,0,75,13,5.769230769230769
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1972,3,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,3,11,2012,9,1,3,22,12,1.8333333333333333
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1968,3,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,3,11,2012,9,2,2,586,29,20.20689655172414
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1981,3,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,3,11,2013,5,4,1,470,20,23.5
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1952,3,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,3,11,2013,10,2,1,32,11,2.909090909090909
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975,3,76068.0,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,3,11,2012,11,3,1,1376,16,86.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1960,3,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,3,11,2012,10,4,1,1005,28,35.892857142857146
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1995,2,80617.0,0,0,42,594,51,631,72,55,32,1,4,6,8,2,0,3,11,2012,10,4,0,1435,21,68.33333333333333
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1988,3,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,0,3,11,2013,12,6,1,53,14,3.7857142857142856
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1962,5,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,3,11,2013,5,4,0,1313,21,62.523809523809526
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1971,3,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,3,11,2012,12,6,0,794,27,29.40740740740741
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1956,3,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,3,11,2013,3,0,3,28,12,2.3333333333333335
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1970,3,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,3,11,2012,11,0,1,1464,28,52.285714285714285
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1957,3,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,3,11,2013,10,0,1,405,20,20.25
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1964,3,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,0,3,11,2013,12,6,0,1379,18,76.61111111111111
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1978,5,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,3,11,2012,8,5,1,351,24,14.625
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1956,4,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,3,11,2013,6,4,1,46,10,4.6
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1973,3,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,3,11,2012,10,5,1,1615,34,47.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1974,5,31560.0,1,0,98,62,1,20,4,0,7,2,2,1,3,8,0,3,11,2013,6,0,1,94,16,5.875
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1952,3,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,3,11,2014,5,3,0,833,20,41.65
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1966,5,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,3,11,2013,10,0,0,1029,21,49.0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1977,3,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,3,11,2014,4,1,1,482,28,17.214285714285715
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1951,4,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,3,11,2013,1,1,1,957,24,39.875
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,2,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,0,3,11,2013,10,4,1,78,14,5.571428571428571
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1956,3,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,3,11,2012,8,2,0,1401,19,73.73684210526316
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1968,4,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,3,11,2013,12,3,1,187,19,9.842105263157896
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1972,4,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,3,11,2013,9,2,2,92,16,5.75
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1971,4,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,3,11,2012,10,6,0,1564,26,60.15384615384615
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1960,5,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,3,11,2013,11,4,0,1323,23,57.52173913043478
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1956,3,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,3,11,2012,10,5,0,1676,26,64.46153846153847
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1981,3,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,3,11,2012,11,5,1,70,20,3.5
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1971,3,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,3,11,2014,5,6,0,8,35,0.22857142857142856
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1976,3,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,3,11,2014,6,4,1,1179,29,40.6551724137931
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1989,2,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,3,11,2014,5,6,1,43,12,3.5833333333333335
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1973,2,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,3,11,2012,8,2,3,211,24,8.791666666666666
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1982,2,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,3,11,2012,9,1,0,1289,22,58.59090909090909
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1949,3,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,3,11,2013,9,6,0,926,23,40.26086956521739
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1959,2,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,3,11,2013,2,6,1,30,11,2.727272727272727
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1973,3,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,3,11,2013,9,2,0,1211,32,37.84375
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1956,5,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,3,11,2013,3,6,1,455,24,18.958333333333332
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1974,5,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,3,11,2013,6,3,1,46,15,3.066666666666667
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1954,3,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,3,11,2013,2,1,1,134,16,8.375
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1953,3,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,3,11,2014,4,0,1,188,17,11.058823529411764
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1966,1,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,3,11,2013,1,2,0,96,14,6.857142857142857
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994,3,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,3,11,2014,2,4,0,1378,26,53.0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1981,3,88325.0,0,0,42,519,71,860,93,27,53,1,6,2,9,2,0,3,11,2014,2,2,0,1623,20,81.15
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1972,3,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,3,11,2012,11,0,1,62,13,4.769230769230769
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1976,5,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,3,11,2014,5,6,1,191,15,12.733333333333333
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1989,3,9255.0,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,3,11,2013,12,4,1,22,13,1.6923076923076923
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1950,5,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,3,11,2014,5,5,0,1130,17,66.47058823529412
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1947,2,81044.0,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,3,11,2013,12,4,0,1208,23,52.52173913043478
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1952,3,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,3,11,2013,9,0,1,463,24,19.291666666666668
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1985,1,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,3,11,2013,1,5,0,24,8,3.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1970,3,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,0,3,11,2013,3,0,0,81,14,5.785714285714286
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1978,3,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,3,11,2013,6,2,1,15,12,1.25
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1972,4,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,3,11,2012,8,0,0,1890,24,78.75
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1973,5,157243.0,0,1,98,20,2,1582,1,2,1,15,0,22,0,0,0,3,11,2014,3,5,1,1608,37,43.45945945945946
